,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
9,1958,TRON,TRX,tron,802,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89600245415.98079,89600247977.04501,True,,10,71659659264.0,5619713396.591079,,2023-08-01T23:32:00.000Z,0.07842227348427096,211880083.14357743,-16.4848,0.37244911,0.44579468,-4.20493649,3.31376786,-4.82210892,13.42883458,7026654950.26984,0.5945,7026655151.11,,2023-08-01T23:32:00.000Z,,,,,,2023-08-01 23:33:46.245470
10,2,Litecoin,LTC,litecoin,963,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73492539.22743528,84000000.0,False,,11,,,,2023-08-01T23:32:00.000Z,93.63598927507195,762901090.6881812,44.3323,0.42639957,1.65692651,4.69011233,-17.24096943,-1.74428086,5.21114098,6881546614.897934,0.5822,7865423099.11,,2023-08-01T23:32:00.000Z,,,,,,2023-08-01 23:33:46.245470
11,3890,Polygon,MATIC,polygon,793,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-08-01T23:32:00.000Z,0.6951892659835196,292053880.1764519,31.6774,1.17241115,1.16517609,-1.71952443,1.97814128,-22.81099931,-31.09902924,6478794861.632304,0.5481,6951892659.84,,2023-08-01T23:32:00.000Z,,,,,,2023-08-01 23:33:46.245470
12,6636,Polkadot,DOT,polkadot-new,546,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1211068314.6183484,1340547191.9235282,True,,13,,,,2023-08-01T23:32:00.000Z,5.178526561883362,123453151.57648592,14.4868,0.64809015,1.41317569,0.19713612,-6.13218001,-1.98563704,-10.56201991,6271549435.5064335,0.5307,6942059240.83,,2023-08-01T23:32:00.000Z,,,,,,2023-08-01 23:33:46.245470
13,5994,Shiba Inu,SHIB,shiba-inu,578,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-08-01T23:32:00.000Z,8.38266826020308e-06,127007794.59439853,-20.3042,0.54476526,-0.82125799,6.31604397,9.33651822,-2.49246944,-17.31525338,4940299675.528397,0.4175,4942329334.18,,2023-08-01T23:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-01 23:33:46.245470
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1308,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,161860.18773859,161860.18773859,False,,15,,,,2023-08-01T23:32:00.000Z,29393.670808587183,203698213.91877526,24.1694,0.68433231,0.67555107,0.61008598,-3.94796062,7.77883634,1.06828182,4757665075.404234,0.4023,4757665075.4,,2023-08-01T23:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-01 23:33:46.245470
0,1,Bitcoin,BTC,bitcoin,10380,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19445387.0,19445387.0,False,,1,,,,2023-08-01T23:33:00.000Z,29435.05773939383,17240830594.413788,47.7197,0.81714233,0.80705054,0.77069501,-3.78327552,7.97403705,1.32999635,572376089109.8582,48.3981,618136212527.27,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
1,1027,Ethereum,ETH,ethereum,7202,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120175839.62777206,120175839.62777206,True,,2,,,,2023-08-01T23:33:00.000Z,1867.9447249594332,7277451963.479524,65.6398,1.07408893,0.65330552,0.57869013,-3.58987574,-2.03291977,-1.91303541,224481825700.26764,18.9814,224481825700.27,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
2,825,Tether USDt,USDT,tether,58274,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83895492718.68802,86706257841.30522,True,,3,,,,2023-08-01T23:33:00.000Z,0.9996383806916856,26124871725.627308,42.492,0.01749733,-0.02560277,-0.0261188,-0.0560965,-0.07090136,-0.08538069,83865154488.6404,7.0875,86674903184.32,,2023-08-01T23:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-01 23:34:46.341712
3,1839,BNB,BNB,bnb,1551,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153855104.24881595,153855104.24881595,False,,4,,,,2023-08-01T23:33:00.000Z,246.91671210183347,806977622.8634703,-26.2019,0.47906258,2.31569097,3.85831945,0.20815335,-19.70854426,-24.31077174,37989396481.20246,3.2143,37989396481.2,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
4,52,XRP,XRP,xrp,1017,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52693851493.0,99988556423.0,False,,5,,,,2023-08-01T23:33:00.000Z,0.7060676647869625,1420542035.5088615,-4.449,0.35608367,1.00008901,-0.73453769,45.32849009,34.69222083,52.12277494,37205424672.2935,3.146,70606766478.7,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
5,3408,USD Coin,USDC,usd-coin,13509,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26281962554.437496,26281962554.437496,False,,6,,,,2023-08-01T23:33:00.000Z,1.000153101774695,3993071487.9981074,44.2021,0.01090307,0.01936244,0.01229992,-0.01111315,0.01398247,-0.01077556,26285986369.547047,2.2237,26285986369.55,,2023-08-01T23:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-01 23:34:46.341712
6,74,Dogecoin,DOGE,dogecoin,760,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140417426383.7052,140417426383.7052,True,,7,,,,2023-08-01T23:33:00.000Z,0.07776101900109608,364643171.7789228,5.0813,0.18283303,0.00145439,-4.43531487,14.13569744,7.10199151,-2.67236709,10919002161.10831,0.9237,10919002161.11,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
7,2010,Cardano,ADA,cardano,886,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35011261479.763,36030277985.671,False,,8,,,,2023-08-01T23:33:00.000Z,0.3088528492004663,250397291.29110792,27.9474,0.62319805,0.42476523,1.60199065,5.73317362,-18.31079519,-21.79728773,10813327862.127337,0.9148,13898378214.02,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
8,5426,Solana,SOL,solana,496,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404509795.6171484,553867964.1662365,True,,9,,,,2023-08-01T23:33:00.000Z,23.873171386280372,418126422.05299664,11.1658,1.09876983,0.70887263,2.94015217,22.33609023,12.17795228,7.90226035,9656931678.19743,0.8171,13222584833.91,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
9,1958,TRON,TRX,tron,802,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89600245415.98079,89600247977.04501,True,,10,71659659264.0,5619647991.826646,,2023-08-01T23:33:00.000Z,0.07842136077040789,211939330.7070746,-16.4348,0.3730734,0.4452069,-4.20733367,3.30984538,-4.83498864,13.42442159,7026573170.883715,0.5945,7026573371.73,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
10,2,Litecoin,LTC,litecoin,963,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73492539.22743528,84000000.0,False,,11,,,,2023-08-01T23:33:00.000Z,93.63512235562074,763241133.5269111,44.4485,0.42900975,1.65744733,4.69144664,-17.28057857,-1.7491695,5.21605389,6881482902.786159,0.5822,7865350277.87,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
11,3890,Polygon,MATIC,polygon,793,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-08-01T23:33:00.000Z,0.6955717070923778,292372440.60077935,31.7834,1.23268042,1.20242873,-1.67410518,2.02825744,-22.76533371,-31.06167755,6482359009.717132,0.5484,6955717070.92,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
12,6636,Polkadot,DOT,polkadot-new,546,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1211068314.6183484,1340547191.9235282,True,,13,,,,2023-08-01T23:33:00.000Z,5.17875479124083,123529703.90830486,14.5553,0.66522167,1.41320105,0.20134712,-6.12483981,-1.98316934,-10.54986749,6271825836.849729,0.5298,6942365193.06,,2023-08-01T23:33:00.000Z,,,,,,2023-08-01 23:34:46.341712
13,5994,Shiba Inu,SHIB,shiba-inu,578,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-08-01T23:33:00.000Z,8.382978825448207e-06,127143407.26484656,-20.2176,0.58198995,-0.81289144,6.31238264,9.34937006,-2.49630735,-17.3108236,4940482706.197405,0.4175,4942512440.04,,2023-08-01T23:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-01 23:34:46.341712
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1308,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,161860.18773859,161860.18773859,False,,15,,,,2023-08-01T23:33:00.000Z,29396.205061732944,203726674.14716452,24.1901,0.6941966,0.68807943,0.61950125,-3.9499113,7.78822434,1.07973316,4758075270.094184,0.4023,4758075270.09,,2023-08-01T23:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-01 23:34:46.341712
0,1,Bitcoin,BTC,bitcoin,10380,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19445387.0,19445387.0,False,,1,,,,2023-08-01T23:34:00.000Z,29430.68688861462,17328849555.908657,48.422,0.79437428,0.78290672,0.72630121,-3.75336372,7.95313913,1.33353301,572291096224.9371,48.3909,618044424660.91,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
1,1027,Ethereum,ETH,ethereum,7202,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120175839.62777206,120175839.62777206,True,,2,,,,2023-08-01T23:34:00.000Z,1867.7299953137415,7339768582.9906845,67.0552,1.0665182,0.63880121,0.54142278,-3.49471033,-2.04786242,-1.9121576,224456020384.80365,18.9792,224456020384.8,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
2,825,Tether USDt,USDT,tether,58274,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83895492718.68802,86706257841.30522,True,,3,,,,2023-08-01T23:34:00.000Z,0.999617136139825,26229736892.729027,43.058,0.01635915,-0.0269682,-0.0300754,-0.09991309,-0.07734457,-0.08643441,83863372166.49446,7.0873,86673061148.73,,2023-08-01T23:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-01 23:35:46.442525
3,1839,BNB,BNB,bnb,1551,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153855104.24881595,153855104.24881595,False,,4,,,,2023-08-01T23:34:00.000Z,247.02209669188565,812699450.9725277,-25.672,0.52714052,2.3710477,3.88454152,0.27962724,-19.67166192,-24.2674337,38005610438.29116,3.2106,38005610438.29,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
4,52,XRP,XRP,xrp,1017,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52693851493.0,99988556423.0,False,,5,,,,2023-08-01T23:34:00.000Z,0.7063033201346193,1421450691.0377476,-4.4049,0.42116538,0.98576716,-0.70861638,45.47888102,34.69506876,52.21003951,37217842260.18646,3.147,70630332013.46,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
5,3408,USD Coin,USDC,usd-coin,13509,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26281962554.437496,26281962554.437496,False,,6,,,,2023-08-01T23:34:00.000Z,1.0001376048071546,4023496186.756682,45.2962,0.0135511,0.01254824,0.01695075,-0.053816,0.00788495,-0.01136392,26285579078.826447,2.2237,26285579078.83,,2023-08-01T23:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-01 23:35:46.442525
6,74,Dogecoin,DOGE,dogecoin,760,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140417426383.7052,140417426383.7052,True,,7,,,,2023-08-01T23:34:00.000Z,0.0778099651611247,365227198.7845704,5.3058,0.35630814,0.02198042,-4.50456898,14.26910877,7.1616935,-2.5872563,10925875054.930895,0.9243,10925875054.93,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
7,2010,Cardano,ADA,cardano,886,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35011261479.763,36030277985.671,False,,8,,,,2023-08-01T23:34:00.000Z,0.3090241939062175,251024997.78090775,28.2701,0.74192151,0.47839585,1.64510899,5.78057624,-18.2705147,-21.7275084,10819326856.423565,0.9153,13906088725.78,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
8,5426,Solana,SOL,solana,496,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404509795.6171484,553867964.1662365,True,,9,,,,2023-08-01T23:34:00.000Z,23.895519309768375,418816837.40822613,11.2379,1.2716679,0.75757983,2.9804597,22.48947121,12.29699557,8.03224478,9665971632.160028,0.8165,13234962632.8,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
9,1958,TRON,TRX,tron,802,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89600245415.98079,89600247977.04501,True,,10,71659659264.0,5620277648.893558,,2023-08-01T23:34:00.000Z,0.07843014754211988,212674410.98253876,-15.9365,0.42163887,0.42576685,-4.21191552,3.31407069,-5.09676216,13.39931395,7027360467.785524,0.5936,7027360668.65,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
10,2,Litecoin,LTC,litecoin,963,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73492539.22743528,84000000.0,False,,11,,,,2023-08-01T23:34:00.000Z,93.66577410744317,764270771.8688238,44.6737,0.45361934,1.67713557,4.70800222,-17.31133517,-1.76610096,5.26515078,6883735577.859359,0.5824,7867925025.03,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
11,3890,Polygon,MATIC,polygon,793,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-08-01T23:34:00.000Z,0.6966552910698747,293311460.0293589,31.8258,1.42603921,1.32239738,-1.55955714,2.21726643,-22.65250011,-30.94429534,6492457437.079387,0.5492,6966552910.7,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
12,6636,Polkadot,DOT,polkadot-new,546,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1211068314.6183484,1340547191.9235282,True,,13,,,,2023-08-01T23:34:00.000Z,5.18249070273856,123827758.34083274,14.7709,0.75689513,1.45015967,0.25091112,-6.02164318,-1.92550938,-10.4744082,6276350280.890848,0.5302,6947373358.73,,2023-08-01T23:34:00.000Z,,,,,,2023-08-01 23:35:46.442525
13,5994,Shiba Inu,SHIB,shiba-inu,578,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-08-01T23:34:00.000Z,8.387226198955106e-06,127476243.93814175,-20.0485,0.73349596,-0.80644663,6.25400381,9.45787494,-2.46657043,-17.23708118,4942985882.6689825,0.4177,4945016644.91,,2023-08-01T23:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-01 23:35:46.442525
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1308,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,161860.18773859,161860.18773859,False,,15,,,,2023-08-01T23:34:00.000Z,29407.3760635705,203690727.73390678,24.1717,0.73183023,0.72239804,0.65197383,-3.9071418,7.81899051,1.13079503,4759883410.548839,0.4025,4759883410.55,,2023-08-01T23:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-01 23:35:46.442525
0,1,Bitcoin,BTC,bitcoin,10380,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19445387.0,19445387.0,False,,1,,,,2023-08-01T23:35:00.000Z,29445.37220749121,17342213363.503963,48.5238,0.83573851,0.78329798,0.75669865,-3.7061024,8.01147506,1.38632447,572576657933.7109,48.4151,618352816357.32,,2023-08-01T23:35:00.000Z,,,,,,2023-08-01 23:36:46.549898
