,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
6,74,Dogecoin,DOGE,dogecoin,760,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140416256383.70523,140416256383.70523,True,,7,,,,2023-08-01T21:33:00.000Z,0.07731799636686294,353320490.5894914,3.1145,0.13934358,0.07732133,-5.82073927,13.5103703,6.55889375,-2.08045211,10856703600.923817,0.9232,10856703600.92,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
7,2010,Cardano,ADA,cardano,886,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35010905033.978,36030277985.671,False,,8,,,,2023-08-01T21:33:00.000Z,0.3070410578622896,250961376.64901453,31.907,0.27648246,-0.4611038,1.04948979,5.9337018,-18.68742493,-20.91649927,10749785318.348764,0.9141,13816847603.8,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
8,5426,Solana,SOL,solana,496,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404509879.233194,553868048.1017171,True,,9,,,,2023-08-01T21:33:00.000Z,23.62398815814461,407466063.6094082,7.0139,0.5040674,-0.63668261,1.24630368,21.20649186,11.34544937,7.83828172,9556136596.857481,0.8127,13084572209.53,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
9,1958,TRON,TRX,tron,802,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89600617259.53853,89600626786.0492,True,,10,71659659264.0,5610924872.891669,,2023-08-01T21:33:00.000Z,0.07829963092931501,207645477.80193746,-19.7363,0.09563142,0.36664618,-4.17103857,3.35888065,2.06409021,12.77681074,7015695262.460679,0.5966,7015696008.38,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
10,2,Litecoin,LTC,litecoin,963,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73491939.22743528,84000000.0,False,,11,,,,2023-08-01T21:33:00.000Z,93.10058133067774,754761992.2337366,39.9903,-0.03671859,1.01528079,4.21728067,-17.15514474,-2.21988487,5.14410896,6842142265.193064,0.5818,7820448831.78,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
11,3890,Polygon,MATIC,polygon,793,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-08-01T21:33:00.000Z,0.6876300517286605,283686677.32336265,23.7595,0.2145535,0.09021633,-3.03122862,2.01830511,-23.26624676,-31.69506692,6408346998.196048,0.545,6876300517.29,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
12,6636,Polkadot,DOT,polkadot-new,546,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1211040830.4106305,1340519707.7158103,True,,13,,,,2023-08-01T21:33:00.000Z,5.140263537505491,119846344.55818439,9.1704,0.200277,0.84325362,-0.61423399,-6.5244972,-2.45513775,-10.42405737,6225069022.990134,0.5289,6890624574.88,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:34:27.680375
13,5994,Shiba Inu,SHIB,shiba-inu,578,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-08-01T21:33:00.000Z,8.327663484106503e-06,124985330.33958364,-21.9426,0.12826834,-0.75326065,5.49775533,8.46833357,-2.99519936,-17.02469926,4907882780.445893,0.4172,4909899121.03,,2023-08-01T21:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-01 21:34:27.680375
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1308,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,161860.18773859,161860.18773859,False,,15,,,,2023-08-01T21:33:00.000Z,29234.339961373145,195082204.4127396,21.7453,0.12793518,0.11372697,-0.06221994,-4.46138433,7.41181141,1.29608598,4731875754.561622,0.4024,4731875754.56,,2023-08-01T21:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-01 21:34:27.680375
0,1,Bitcoin,BTC,bitcoin,10380,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19445325.0,19445325.0,False,,1,,,,2023-08-01T21:34:00.000Z,29262.09551350084,16491790678.179344,39.3035,0.22150661,0.19559635,0.06115013,-4.35308585,7.68101243,1.22469225,569010957441.0658,48.386,614504005783.52,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
1,1027,Ethereum,ETH,ethereum,7202,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120175839.62777206,120175839.62777206,True,,2,,,,2023-08-01T21:34:00.000Z,1851.8303743569245,6918543978.771601,53.5909,0.18186045,-0.17497166,-0.66983399,-3.68360437,-2.7771967,-1.95957316,222545270086.55487,18.9242,222545270086.55,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
2,825,Tether USDt,USDT,tether,58272,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83895492718.68802,86706257841.30522,True,,3,,,,2023-08-01T21:33:00.000Z,0.9995551053853219,25299630488.1829,36.4125,0.02129249,-0.02980872,-0.038435,-0.06606572,-0.07715037,-0.09258834,83858168065.78171,7.1284,86667682694.13,,2023-08-01T21:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-01 21:35:27.808799
3,1839,BNB,BNB,bnb,1551,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153855114.2477596,153855114.2477596,False,,4,,,,2023-08-01T21:34:00.000Z,245.94942494773366,795281284.6530681,-27.4481,-0.10608645,2.01364431,3.34920313,0.18855101,-20.01330426,-24.62883844,37840576874.50434,3.2155,37840576874.5,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
4,52,XRP,XRP,xrp,1017,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52693851493.0,99988556423.0,False,,5,,,,2023-08-01T21:34:00.000Z,0.7032584237401065,1418544531.0529387,-4.6486,0.7711954,0.44989945,-0.75522001,45.5077722,34.34936372,52.3780315,37057394941.762436,3.1512,70325842374.01,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
5,3408,USD Coin,USDC,usd-coin,13509,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26250876095.057114,26250876095.057114,False,,6,,,,2023-08-01T21:33:00.000Z,1.0000922760382258,3873709275.009968,37.8679,0.01930571,0.0140393,0.00595016,-0.01207032,0.00639486,-0.00362663,26253298421.903122,2.2325,26253298421.9,,2023-08-01T21:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-01 21:35:27.808799
6,74,Dogecoin,DOGE,dogecoin,760,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140416256383.70523,140416256383.70523,True,,7,,,,2023-08-01T21:34:00.000Z,0.07731948481658119,353309501.62286276,3.1188,0.15741388,0.12775033,-5.7695653,13.55617632,6.55112133,-2.15214519,10856912603.461067,0.9233,10856912603.46,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
7,2010,Cardano,ADA,cardano,886,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35010905033.978,36030277985.671,False,,8,,,,2023-08-01T21:34:00.000Z,0.3072448794799644,250841877.57437086,31.336,0.35804024,-0.27606625,1.10098382,6.03982083,-18.59339431,-20.92349544,10756921297.649048,0.9147,13826019576.6,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
8,5426,Solana,SOL,solana,496,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404509879.233194,553868048.1017171,True,,9,,,,2023-08-01T21:33:00.000Z,23.62398815814461,407466063.6094082,7.0139,0.5040674,-0.63668261,1.24630368,21.20649186,11.34544937,7.83828172,9556136596.857481,0.8127,13084572209.53,,2023-08-01T21:33:00.000Z,,,,,,2023-08-01 21:35:27.808799
9,1958,TRON,TRX,tron,802,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89600617259.53853,89600626786.0492,True,,10,71659659264.0,5610123653.734175,,2023-08-01T21:34:00.000Z,0.07828845003387504,207595870.62685558,-19.7836,0.097413,0.37079672,-4.19033459,3.35684091,2.08039136,12.78836535,7014693447.327744,0.5961,7014694193.14,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
10,2,Litecoin,LTC,litecoin,963,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73491939.22743528,84000000.0,False,,11,,,,2023-08-01T21:34:00.000Z,93.09245097699824,754936370.4875406,40.0035,-0.05090705,1.00784377,4.17049898,-17.1531351,-2.28626898,5.07031742,6841544749.734552,0.5818,7819765882.07,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
11,3890,Polygon,MATIC,polygon,793,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-08-01T21:34:00.000Z,0.6878052829740068,283833299.28654146,23.614,0.31585188,0.1791074,-3.03232945,2.06141706,-23.23213231,-31.70307242,6409980060.367024,0.5451,6878052829.74,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
12,6636,Polkadot,DOT,polkadot-new,546,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1211040830.4106305,1340519707.7158103,True,,13,,,,2023-08-01T21:34:00.000Z,5.141105655416166,119948849.08110178,9.1421,0.25332605,0.91201749,-0.65093924,-6.47665814,-2.43102138,-10.49745394,6226088862.163982,0.529,6891753450.53,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:35:27.808799
13,5994,Shiba Inu,SHIB,shiba-inu,578,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-08-01T21:33:00.000Z,8.327663484106503e-06,124985330.33958364,-21.9426,0.12826834,-0.75326065,5.49775533,8.46833357,-2.99519936,-17.02469926,4907882780.445893,0.4172,4909899121.03,,2023-08-01T21:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-01 21:35:27.808799
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1308,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,161860.18773859,161860.18773859,False,,15,,,,2023-08-01T21:34:00.000Z,29235.350680347055,195153258.50129646,21.7896,0.1161816,0.12393884,-0.0510978,-4.44448375,7.41246906,1.29634062,4732039349.724489,0.4024,4732039349.72,,2023-08-01T21:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-01 21:35:27.808799
0,1,Bitcoin,BTC,bitcoin,10380,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19445325.0,19445325.0,False,,1,,,,2023-08-01T21:34:00.000Z,29262.09551350084,16491790678.179344,39.3035,0.22150661,0.19559635,0.06115013,-4.35308585,7.68101243,1.22469225,569010957441.0658,48.386,614504005783.52,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
1,1027,Ethereum,ETH,ethereum,7202,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120175839.62777206,120175839.62777206,True,,2,,,,2023-08-01T21:34:00.000Z,1851.8303743569245,6918543978.771601,53.5909,0.18186045,-0.17497166,-0.66983399,-3.68360437,-2.7771967,-1.95957316,222545270086.55487,18.9242,222545270086.55,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
2,825,Tether USDt,USDT,tether,58272,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83895492718.68802,86706257841.30522,True,,3,,,,2023-08-01T21:34:00.000Z,0.9997456556265577,25316546174.97338,36.4331,0.03449731,-0.01697882,-0.02225673,-0.03026627,-0.05858841,-0.06525023,83874154372.15785,7.1297,86684204592.48,,2023-08-01T21:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-08-01 21:36:27.928691
3,1839,BNB,BNB,bnb,1551,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153855114.2477596,153855114.2477596,False,,4,,,,2023-08-01T21:34:00.000Z,245.94942494773366,795281284.6530681,-27.4481,-0.10608645,2.01364431,3.34920313,0.18855101,-20.01330426,-24.62883844,37840576874.50434,3.2155,37840576874.5,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
4,52,XRP,XRP,xrp,1017,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52693851493.0,99988556423.0,False,,5,,,,2023-08-01T21:34:00.000Z,0.7032584237401065,1418544531.0529387,-4.6486,0.7711954,0.44989945,-0.75522001,45.5077722,34.34936372,52.3780315,37057394941.762436,3.1512,70325842374.01,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
5,3408,USD Coin,USDC,usd-coin,13509,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26250876095.057114,26250876095.057114,False,,6,,,,2023-08-01T21:34:00.000Z,1.000307238857275,3881971052.117072,38.0712,0.04032713,0.02527182,0.02389372,0.03062933,0.02808518,0.02421556,26258941384.231026,2.233,26258941384.23,,2023-08-01T21:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-08-01 21:36:27.928691
6,74,Dogecoin,DOGE,dogecoin,760,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140416256383.70523,140416256383.70523,True,,7,,,,2023-08-01T21:34:00.000Z,0.07731948481658119,353309501.62286276,3.1188,0.15741388,0.12775033,-5.7695653,13.55617632,6.55112133,-2.15214519,10856912603.461067,0.9233,10856912603.46,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
7,2010,Cardano,ADA,cardano,886,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35010905033.978,36030277985.671,False,,8,,,,2023-08-01T21:34:00.000Z,0.3072448794799644,250841877.57437086,31.336,0.35804024,-0.27606625,1.10098382,6.03982083,-18.59339431,-20.92349544,10756921297.649048,0.9147,13826019576.6,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
8,5426,Solana,SOL,solana,496,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,404509879.233194,553868048.1017171,True,,9,,,,2023-08-01T21:34:00.000Z,23.648362096205293,407752479.75377107,7.0401,0.59881931,-0.52593477,1.33353194,21.3169204,11.50646079,7.85975382,9565996095.598846,0.8129,13098072155.03,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
9,1958,TRON,TRX,tron,802,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89600617259.53853,89600626786.0492,True,,10,71659659264.0,5610123653.734175,,2023-08-01T21:34:00.000Z,0.07828845003387504,207595870.62685558,-19.7836,0.097413,0.37079672,-4.19033459,3.35684091,2.08039136,12.78836535,7014693447.327744,0.5961,7014694193.14,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
10,2,Litecoin,LTC,litecoin,963,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73491939.22743528,84000000.0,False,,11,,,,2023-08-01T21:34:00.000Z,93.09245097699824,754936370.4875406,40.0035,-0.05090705,1.00784377,4.17049898,-17.1531351,-2.28626898,5.07031742,6841544749.734552,0.5818,7819765882.07,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
11,3890,Polygon,MATIC,polygon,793,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,12,,,,2023-08-01T21:34:00.000Z,0.6878052829740068,283833299.28654146,23.614,0.31585188,0.1791074,-3.03232945,2.06141706,-23.23213231,-31.70307242,6409980060.367024,0.5451,6878052829.74,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
12,6636,Polkadot,DOT,polkadot-new,546,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1211040830.4106305,1340519707.7158103,True,,13,,,,2023-08-01T21:34:00.000Z,5.141105655416166,119948849.08110178,9.1421,0.25332605,0.91201749,-0.65093924,-6.47665814,-2.43102138,-10.49745394,6226088862.163982,0.529,6891753450.53,,2023-08-01T21:34:00.000Z,,,,,,2023-08-01 21:36:27.928691
13,5994,Shiba Inu,SHIB,shiba-inu,578,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,14,,,,2023-08-01T21:34:00.000Z,8.32836524538553e-06,124907650.86831897,-22.0244,0.17649228,-0.76231874,5.41008422,8.43316413,-3.00631537,-17.10453231,4908296361.290496,0.4172,4910312871.79,,2023-08-01T21:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-08-01 21:36:27.928691
14,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1308,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,161860.18773859,161860.18773859,False,,15,,,,2023-08-01T21:34:00.000Z,29235.350680347055,195153258.50129646,21.7896,0.1161816,0.12393884,-0.0510978,-4.44448375,7.41246906,1.29634062,4732039349.724489,0.4024,4732039349.72,,2023-08-01T21:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-08-01 21:36:27.928691
